ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
129,West Bengal,Kolkata,Kolkata Rural,Studio,2,1204,71.54,5941.5,1999,Unfurnished,25,34,25,4,2,High,Double,Medium,"CCTV,Club House,Play Area,Visitor Parking,Intercom",West,Agent,Under Construction
130,West Bengal,Kolkata,Kolkata Prime,Apartment,3,1335,203.18,15219.18,2016,Semi-Furnished,9,11,8,5,1,Low,Single,High,"Visitor Parking,Power Backup,Lift",North,Builder,Under Construction
131,Uttar Pradesh,Noida,Noida Outskirts,Apartment,1,587,61.43,10464.83,1992,Fully Furnished,7,9,32,5,1,Medium,Single,Medium,"CCTV,Gym,Power Backup,Play Area,Garden,Club House",South-West,Builder,Under Construction
132,Maharashtra,Mumbai,Mumbai Outskirts,Studio,2,1373,331.16,24119.13,2017,Semi-Furnished,24,31,7,0,5,High,None,High,CCTV,West,Owner,Under Construction
133,West Bengal,Kolkata,Kolkata Suburban,Apartment,2,1024,101.12,9874.6,1990,Fully Furnished,2,8,34,5,5,Low,Single,High,"Gym,CCTV,Lift",North-East,Builder,Resale
134,Uttar Pradesh,Noida,Noida Outskirts,Studio,1,678,62.02,9147.28,2021,Unfurnished,13,20,3,4,3,Medium,Single,Medium,"Swimming Pool,Garden,Visitor Parking,Lift,Club House,CCTV,Play Area",North-West,Owner,Resale
135,Maharashtra,Pune,Pune Suburban,Apartment,1,620,105.4,16999.28,2006,Semi-Furnished,19,26,18,6,4,High,Single,Medium,"Power Backup,Visitor Parking,Swimming Pool,Garden,Club House",North-West,Builder,Under Construction
136,Karnataka,Bangalore,Bangalore Suburban,Apartment,2,1045,234.47,22437.79,1997,Fully Furnished,21,29,27,2,4,Medium,Double,High,"Club House,Lift",North-East,Agent,Under Construction
137,Maharashtra,Mumbai,Mumbai Suburban,Apartment,2,1169,362.31,30993.29,1996,Semi-Furnished,16,19,28,1,0,High,Double,Medium,"Gym,Lift",South-West,Builder,Under Construction
138,Uttar Pradesh,Ghaziabad,Ghaziabad Rural,Apartment,3,1643,77.56,4720.85,2008,Unfurnished,13,16,16,1,0,High,Single,Low,"Power Backup,Lift,Gym,Visitor Parking,Garden",West,Agent,Under Construction
139,Maharashtra,Nagpur,Nagpur Suburban,Independent House,2,979,71.55,7308.07,2000,Semi-Furnished,22,26,24,1,2,High,Single,High,"Lift,Power Backup,Club House,Intercom,Swimming Pool,Play Area,Visitor Parking",North,Owner,Ready to Move
140,Gujarat,Ahmedabad,Ahmedabad Outskirts,Apartment,3,1623,131.9,8126.76,2017,Fully Furnished,11,18,7,0,3,Medium,None,Medium,"Intercom,CCTV,Lift,Gym,Visitor Parking,Garden",North-West,Builder,Ready to Move
141,Karnataka,Bangalore,Bangalore Suburban,Studio,2,1040,210.68,20257.65,2015,Semi-Furnished,14,15,9,1,1,Medium,Double,Medium,"Garden,Power Backup,Play Area,Swimming Pool,CCTV,Club House,Visitor Parking",North-West,Builder,Ready to Move
142,Karnataka,Bangalore,Bangalore Outskirts,Independent House,3,1221,211.22,17298.77,1995,Unfurnished,22,29,29,7,3,High,Single,Low,"Swimming Pool,Garden,Club House,Intercom,CCTV,Play Area,Lift",North-East,Owner,Resale
143,Tamil Nadu,Chennai,Chennai Suburban,Apartment,3,2005,308.39,15381.19,2016,Semi-Furnished,0,6,8,3,3,Medium,Single,High,Garden,East,Builder,Resale
144,Delhi,Delhi,Delhi Central,Independent House,1,545,173.13,31767.06,2004,Semi-Furnished,3,10,20,7,2,Low,Double,Medium,"Swimming Pool,Play Area,Visitor Parking,CCTV",South,Owner,Ready to Move
145,Uttar Pradesh,Lucknow,Lucknow Prime,Penthouse,2,864,135.02,15627.26,2009,Unfurnished,3,9,15,5,0,Medium,Double,High,"Play Area,CCTV",North,Owner,Resale
146,Uttar Pradesh,Ghaziabad,Ghaziabad Central,Apartment,2,1156,132.9,11496.79,2018,Fully Furnished,17,18,6,5,5,Low,Single,Low,"Gym,Power Backup",North-East,Builder,Under Construction
147,West Bengal,Kolkata,Kolkata Outskirts,Villa,2,970,113.59,11710.35,2005,Unfurnished,15,22,19,4,2,High,None,High,"Lift,Visitor Parking,Play Area,Gym,Swimming Pool,Power Backup,Garden",South-East,Owner,Resale
148,Telangana,Hyderabad,Hyderabad Central,Independent House,2,961,163.51,17014.68,2000,Unfurnished,28,31,24,1,1,Medium,None,Medium,Intercom,North,Agent,Ready to Move
149,Karnataka,Bangalore,Bangalore Central,Apartment,2,1038,244.02,23508.36,2015,Semi-Furnished,3,8,9,5,3,Low,Single,High,"Intercom,Gym,Power Backup,CCTV,Garden,Club House",South-West,Owner,Under Construction
150,Telangana,Hyderabad,Hyderabad Suburban,Apartment,1,712,153.38,21542.83,2023,Fully Furnished,24,31,1,0,5,High,Single,Medium,"Club House,Play Area,Swimming Pool,Garden,Lift,Intercom,Power Backup",North-East,Owner,Under Construction
151,Maharashtra,Pune,Pune Central,Apartment,4,1454,269.49,18534.61,2002,Unfurnished,29,37,22,4,0,High,Single,High,"CCTV,Swimming Pool,Club House",South-East,Owner,Ready to Move
152,Uttar Pradesh,Ghaziabad,Ghaziabad Suburban,Studio,2,1013,76.55,7556.29,1995,Unfurnished,7,16,29,5,2,High,Double,Medium,"CCTV,Lift",North-West,Agent,Under Construction
153,Delhi,Delhi,Delhi Suburban,Apartment,2,878,229.24,26109.82,1997,Fully Furnished,26,33,27,7,2,Low,Double,Medium,,South-West,Builder,Under Construction
154,Maharashtra,Mumbai,Mumbai Central,Apartment,3,1730,770.91,44561.0,2012,Semi-Furnished,19,24,12,7,3,Medium,Double,High,"Play Area,Visitor Parking,Power Backup,Lift,Garden,Intercom",North,Owner,Ready to Move
155,Maharashtra,Pune,Pune Suburban,Apartment,3,1628,324.95,19960.36,2012,Semi-Furnished,20,28,12,7,5,Medium,Single,High,"Swimming Pool,Garden",East,Builder,Ready to Move
156,Delhi,Delhi,Delhi Prime,Villa,2,1272,540.66,42504.5,2011,Semi-Furnished,19,23,13,1,0,Medium,Double,Low,"Intercom,Lift,Power Backup,Swimming Pool,Club House,Play Area,Visitor Parking",South-West,Builder,Resale
157,Maharashtra,Nagpur,Nagpur Suburban,Apartment,4,1555,107.59,6919.0,2003,Fully Furnished,23,31,21,4,0,High,None,Low,"Lift,Visitor Parking,Gym,Power Backup,Club House",South,Agent,Resale
158,Uttar Pradesh,Noida,Noida Outskirts,Apartment,4,2184,252.28,11551.31,1990,Unfurnished,3,10,34,5,0,High,Double,Medium,"Club House,CCTV,Swimming Pool",South-East,Agent,Ready to Move
159,Maharashtra,Pune,Pune Suburban,Apartment,2,1106,167.98,15188.04,1992,Unfurnished,7,14,32,7,1,Medium,Double,Low,"Garden,Lift",North,Agent,Resale
160,Delhi,Delhi,Delhi Central,Independent House,4,2101,778.82,37069.08,2017,Semi-Furnished,28,34,7,1,5,Medium,Double,Medium,"Power Backup,Intercom,Club House,Lift,Play Area,Gym",South-West,Agent,Under Construction
161,Uttar Pradesh,Noida,Noida Prime,Apartment,1,661,123.54,18690.33,2006,Fully Furnished,21,22,18,7,5,High,Single,Low,"Intercom,Play Area,CCTV,Swimming Pool,Garden,Club House,Power Backup",South,Owner,Under Construction
162,Delhi,Delhi,Delhi Outskirts,Penthouse,3,1392,432.4,31062.92,2004,Semi-Furnished,13,20,20,2,2,Low,Single,Medium,"Visitor Parking,CCTV,Lift",East,Agent,Ready to Move
163,Karnataka,Bangalore,Bangalore Prime,Apartment,2,1174,310.75,26468.99,2020,Unfurnished,3,5,4,2,5,Medium,Double,Medium,"Lift,Power Backup,CCTV,Gym,Intercom,Club House",East,Builder,Ready to Move
164,Telangana,Hyderabad,Hyderabad Suburban,Independent House,4,2431,499.16,20533.14,2018,Fully Furnished,23,27,6,6,5,Medium,Double,Medium,"Gym,Play Area,Visitor Parking,Intercom,Club House,Lift,Garden",East,Owner,Under Construction
165,Gujarat,Surat,Surat Suburban,Apartment,4,1657,125.04,7546.07,1998,Semi-Furnished,12,15,26,3,3,Medium,Single,Low,,North,Builder,Ready to Move
166,Maharashtra,Mumbai,Mumbai Prime,Apartment,2,1140,595.92,52273.58,2023,Fully Furnished,13,16,1,1,2,Low,Double,High,"Power Backup,Club House,Intercom,CCTV,Garden,Swimming Pool",North-West,Builder,Ready to Move
167,Madhya Pradesh,Indore,Indore Rural,Independent House,3,1286,55.79,4337.93,1991,Semi-Furnished,3,10,33,1,2,Medium,Single,High,"Swimming Pool,Intercom,Lift,Gym,Club House,Power Backup",North,Builder,Resale
168,Karnataka,Bangalore,Bangalore Prime,Apartment,4,1713,518.72,30281.2,2018,Fully Furnished,9,16,6,2,3,Medium,Single,Medium,"CCTV,Lift,Club House,Swimming Pool",South,Owner,Under Construction
169,Gujarat,Ahmedabad,Ahmedabad Rural,Studio,2,889,56.65,6372.31,2008,Unfurnished,3,12,16,5,5,High,Double,Low,"Lift,Visitor Parking,Play Area,Gym,Club House,Intercom,Power Backup",West,Builder,Ready to Move
170,Gujarat,Surat,Surat Suburban,Apartment,2,1392,102.71,7378.51,1991,Semi-Furnished,19,21,33,3,0,Medium,Single,Low,"Lift,CCTV,Swimming Pool,Intercom,Garden,Power Backup",South,Builder,Ready to Move
171,Rajasthan,Jaipur,Jaipur Central,Apartment,3,1618,245.27,15159.14,2001,Fully Furnished,17,20,23,2,1,High,Double,High,Play Area,North,Owner,Under Construction
172,Maharashtra,Mumbai,Mumbai Prime,Apartment,3,1628,580.86,35679.6,1998,Semi-Furnished,1,9,26,3,1,Low,None,Medium,"Intercom,Play Area,CCTV",South,Owner,Resale
173,Tamil Nadu,Chennai,Chennai Suburban,Studio,3,1149,185.23,16121.14,2011,Semi-Furnished,23,29,13,5,4,High,Double,Medium,"CCTV,Gym,Play Area",West,Builder,Ready to Move
174,Uttar Pradesh,Lucknow,Lucknow Rural,Apartment,4,1931,137.81,7136.7,2023,Fully Furnished,14,15,1,4,4,High,Single,Medium,"Lift,CCTV,Swimming Pool,Play Area,Garden",North-West,Owner,Resale
175,Maharashtra,Mumbai,Mumbai Outskirts,Apartment,3,1890,587.14,31065.86,2009,Fully Furnished,22,23,15,3,2,High,Double,Medium,"Play Area,Power Backup,Swimming Pool,Visitor Parking,Gym",South-East,Builder,Ready to Move
176,Maharashtra,Pune,Pune Central,Independent House,3,1738,419.49,24136.42,1998,Fully Furnished,19,23,26,6,3,Medium,Double,Low,"Visitor Parking,Gym",South-West,Builder,Resale
177,Tamil Nadu,Chennai,Chennai Suburban,Apartment,1,744,126.58,17013.8,2023,Semi-Furnished,26,32,1,2,2,Medium,Single,Medium,Lift,North,Owner,Resale
178,Uttar Pradesh,Noida,Noida Central,Penthouse,4,2223,347.03,15610.68,1993,Unfurnished,21,30,31,2,0,Medium,Single,Medium,,North-East,Builder,Under Construction
179,Maharashtra,Pune,Pune Outskirts,Apartment,2,1065,161.77,15189.66,2012,Semi-Furnished,21,25,12,0,1,High,None,Low,Lift,West,Builder,Ready to Move
180,Gujarat,Surat,Surat Outskirts,Apartment,3,1835,125.51,6839.65,2016,Unfurnished,17,21,8,7,5,Low,None,High,"CCTV,Play Area",West,Builder,Ready to Move
181,Karnataka,Bangalore,Bangalore Suburban,Penthouse,2,913,336.33,36838.02,1997,Fully Furnished,5,11,27,7,5,Medium,Single,High,"Lift,Play Area,Intercom,Visitor Parking,Club House",North-East,Builder,Ready to Move
182,Maharashtra,Mumbai,Mumbai Central,Apartment,2,843,324.02,38436.87,2022,Fully Furnished,17,23,2,3,2,Low,Single,Low,"Intercom,Play Area,Visitor Parking",North,Owner,Ready to Move
183,Maharashtra,Pune,Pune Central,Independent House,1,617,126.17,20449.69,2021,Unfurnished,4,9,3,2,1,Medium,Single,Medium,"Gym,Visitor Parking",North-East,Agent,Resale
184,Maharashtra,Mumbai,Mumbai Rural,Villa,1,538,113.51,21099.02,2003,Semi-Furnished,2,11,21,4,4,Low,None,Low,,North-West,Owner,Ready to Move
185,Delhi,Delhi,Delhi Central,Apartment,1,738,236.79,32085.37,2017,Unfurnished,10,12,7,2,2,High,Single,Medium,"Visitor Parking,Power Backup,CCTV",South-West,Builder,Ready to Move
186,Tamil Nadu,Chennai,Chennai Suburban,Studio,3,1799,274.43,15254.74,2000,Fully Furnished,17,26,24,2,2,Medium,Single,High,"Intercom,Garden,Power Backup,Swimming Pool",West,Owner,Ready to Move
187,Gujarat,Ahmedabad,Ahmedabad Suburban,Villa,3,1389,182.02,13104.06,2011,Unfurnished,12,20,13,4,1,High,Double,Medium,"Garden,Gym,Swimming Pool,CCTV,Power Backup,Lift",South-East,Builder,Ready to Move
188,Uttar Pradesh,Noida,Noida Suburban,Apartment,1,677,103.18,15240.44,2016,Unfurnished,19,25,8,0,4,Medium,Double,High,"Club House,Swimming Pool,Intercom,Play Area,CCTV,Lift,Power Backup",North,Builder,Ready to Move
189,Maharashtra,Mumbai,Mumbai Outskirts,Apartment,2,992,201.67,20329.47,1990,Semi-Furnished,19,27,34,3,0,Low,Double,Medium,,East,Builder,Ready to Move
190,West Bengal,Kolkata,Kolkata Suburban,Apartment,3,1065,135.8,12751.18,2020,Unfurnished,10,17,4,1,1,Medium,Single,Medium,"Club House,Intercom,Lift",South-East,Builder,Resale
191,Gujarat,Ahmedabad,Ahmedabad Suburban,Apartment,4,2207,225.2,10203.74,2000,Fully Furnished,8,13,24,2,4,Low,Double,Medium,"CCTV,Lift,Intercom",South-West,Owner,Resale
192,Gujarat,Ahmedabad,Ahmedabad Outskirts,Apartment,5,2743,206.54,7529.72,2002,Fully Furnished,1,10,22,1,3,Low,Single,Medium,Gym,South-East,Agent,Resale
193,Rajasthan,Jaipur,Jaipur Suburban,Apartment,2,1298,113.42,8738.1,1997,Unfurnished,15,21,27,1,3,Medium,Single,Medium,"Play Area,Intercom,Power Backup,Club House",North-West,Builder,Under Construction
194,Karnataka,Bangalore,Bangalore Suburban,Studio,4,2009,487.46,24263.99,2019,Fully Furnished,25,30,5,2,2,High,Single,High,,North-East,Builder,Under Construction
195,Delhi,Delhi,Delhi Outskirts,Independent House,4,1569,382.3,24366.01,1994,Semi-Furnished,16,19,30,7,2,High,None,High,"Intercom,Club House,CCTV,Power Backup,Lift,Swimming Pool",South-East,Builder,Ready to Move
196,West Bengal,Kolkata,Kolkata Suburban,Apartment,4,1667,161.85,9708.98,2002,Unfurnished,28,32,22,0,1,Medium,Single,Medium,CCTV,East,Builder,Ready to Move
197,Telangana,Hyderabad,Hyderabad Rural,Villa,3,1672,174.94,10463.13,1991,Semi-Furnished,16,23,33,3,4,Medium,Single,Medium,,South,Builder,Ready to Move
198,Delhi,Delhi,Delhi Outskirts,Apartment,2,1208,195.76,16205.22,1990,Semi-Furnished,0,5,34,7,3,Medium,Single,Medium,"Intercom,Lift,Power Backup,Club House,Swimming Pool,Play Area,Garden",South-West,Builder,Ready to Move
199,Gujarat,Ahmedabad,Ahmedabad Rural,Apartment,3,1616,95.83,5930.3,2011,Unfurnished,7,13,13,1,0,High,Single,High,"Gym,Intercom,Lift,Play Area",South-West,Agent,Ready to Move
200,Telangana,Hyderabad,Hyderabad Suburban,Apartment,1,662,110.48,16689.25,2000,Semi-Furnished,28,34,24,3,5,Medium,Single,Low,"Power Backup,Garden,Play Area,Club House,CCTV,Lift",North-West,Owner,Ready to Move
201,Delhi,Delhi,Delhi Suburban,Apartment,2,862,214.39,24870.82,2012,Unfurnished,10,11,12,6,3,Medium,Single,High,"Intercom,CCTV,Gym,Power Backup",North-East,Agent,Under Construction
202,Maharashtra,Pune,Pune Outskirts,Apartment,3,1631,257.42,15782.74,2004,Fully Furnished,22,29,20,3,2,Medium,None,Low,"Play Area,Lift,Club House,Garden,Gym,Visitor Parking,Swimming Pool",South-East,Owner,Ready to Move
203,Telangana,Hyderabad,Hyderabad Central,Independent House,3,1722,279.68,16241.46,2003,Unfurnished,8,9,21,3,5,Medium,None,Medium,"Garden,Intercom,Play Area",South-East,Agent,Under Construction
204,Maharashtra,Pune,Pune Outskirts,Apartment,3,998,134.2,13446.61,2015,Fully Furnished,27,33,9,0,2,Low,Single,Medium,"Swimming Pool,Club House,Power Backup,Garden,Visitor Parking",South,Builder,Ready to Move
205,West Bengal,Kolkata,Kolkata Outskirts,Apartment,3,1317,131.75,10003.98,2007,Fully Furnished,9,10,17,1,3,High,Single,Medium,,East,Owner,Ready to Move
206,Maharashtra,Pune,Pune Outskirts,Apartment,5,2764,373.91,13528.02,2008,Semi-Furnished,1,5,16,0,3,High,Double,Medium,"CCTV,Power Backup",North-West,Owner,Resale
207,Maharashtra,Pune,Pune Suburban,Apartment,3,1937,296.15,15288.94,2003,Semi-Furnished,15,22,21,2,1,Low,Single,High,"Gym,Visitor Parking,Lift,CCTV",West,Owner,Resale
208,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,2,1235,165.45,13396.58,2012,Fully Furnished,1,10,12,6,4,Medium,Double,Medium,"Gym,Power Backup,CCTV",West,Owner,Ready to Move
209,Uttar Pradesh,Ghaziabad,Ghaziabad Outskirts,Studio,3,1406,75.92,5399.62,1996,Fully Furnished,26,31,28,2,4,Low,Single,Low,"Lift,Garden,Play Area,Swimming Pool,CCTV,Club House",North-East,Owner,Resale
210,Karnataka,Bangalore,Bangalore Central,Independent House,2,1138,285.68,25103.83,1999,Fully Furnished,22,24,25,1,0,Low,Single,Medium,"Club House,CCTV,Intercom",West,Owner,Ready to Move
211,Karnataka,Bangalore,Bangalore Prime,Apartment,3,1169,275.64,23579.0,1997,Semi-Furnished,20,24,27,3,4,Medium,Single,High,CCTV,North,Builder,Under Construction
212,Uttar Pradesh,Lucknow,Lucknow Prime,Villa,1,624,79.65,12764.62,1999,Semi-Furnished,23,26,25,7,4,Medium,Single,Medium,"Club House,Lift,CCTV,Power Backup,Visitor Parking,Intercom,Garden",South,Owner,Resale
213,Maharashtra,Mumbai,Mumbai Outskirts,Independent House,1,643,227.29,35347.98,2023,Fully Furnished,0,5,1,3,2,High,Single,Medium,"Gym,Visitor Parking,Club House,Swimming Pool,CCTV",North,Agent,Resale
214,Karnataka,Bangalore,Bangalore Outskirts,Apartment,3,1742,303.3,17411.13,2005,Semi-Furnished,22,28,19,0,3,High,None,Medium,,South,Agent,Resale
215,Gujarat,Ahmedabad,Ahmedabad Central,Apartment,1,735,95.06,12933.65,2021,Fully Furnished,29,38,3,6,4,Medium,None,High,,West,Agent,Ready to Move
216,Karnataka,Bangalore,Bangalore Central,Apartment,3,1577,428.41,27166.24,2005,Unfurnished,7,14,19,5,4,High,Double,High,Club House,West,Builder,Resale
217,Maharashtra,Pune,Pune Rural,Independent House,4,1708,169.4,9917.98,2004,Unfurnished,18,27,20,5,4,Medium,Single,Medium,"Power Backup,Club House,Lift,CCTV,Visitor Parking",North,Agent,Ready to Move
218,Uttar Pradesh,Noida,Noida Suburban,Villa,2,924,133.4,14436.77,1994,Semi-Furnished,14,18,30,1,1,Medium,Single,Low,"Garden,CCTV",South-East,Owner,Under Construction
219,Gujarat,Ahmedabad,Ahmedabad Suburban,Penthouse,3,1523,210.52,13822.63,2013,Semi-Furnished,1,8,11,0,3,Medium,Single,High,"Play Area,CCTV",West,Builder,Under Construction
220,Uttar Pradesh,Ghaziabad,Ghaziabad Outskirts,Apartment,3,1626,111.21,6839.41,2004,Unfurnished,4,9,20,0,1,High,Single,Medium,"Swimming Pool,Gym,Lift,Visitor Parking,Power Backup",West,Builder,Ready to Move
221,Karnataka,Bangalore,Bangalore Central,Apartment,1,519,107.2,20655.32,1990,Semi-Furnished,20,28,34,3,0,Medium,None,Low,,South-East,Builder,Under Construction
222,Rajasthan,Jaipur,Jaipur Suburban,Apartment,5,3239,310.93,9599.7,1996,Semi-Furnished,24,25,28,1,2,Medium,Double,High,"Club House,Swimming Pool,Power Backup,Visitor Parking,CCTV,Gym",South-East,Builder,Ready to Move
223,Delhi,Delhi,Delhi Suburban,Apartment,2,827,255.16,30853.12,2012,Fully Furnished,20,28,12,5,2,Medium,Single,High,"Gym,Garden,Play Area,Power Backup",North,Builder,Ready to Move
224,Maharashtra,Nagpur,Nagpur Outskirts,Apartment,2,1244,61.12,4913.57,1993,Semi-Furnished,3,11,31,5,0,High,Single,Medium,,West,Builder,Resale
225,Tamil Nadu,Chennai,Chennai Outskirts,Apartment,3,1853,183.42,9898.7,2011,Unfurnished,9,16,13,1,5,Low,Single,Medium,,North-West,Builder,Under Construction
226,Tamil Nadu,Chennai,Chennai Outskirts,Independent House,3,1317,166.89,12672.11,2003,Unfurnished,24,26,21,5,3,Low,None,High,,North-West,Agent,Under Construction
227,Rajasthan,Jaipur,Jaipur Central,Apartment,2,1087,114.76,10557.68,2023,Semi-Furnished,12,15,1,3,5,High,Single,Medium,"CCTV,Play Area",North,Owner,Under Construction
228,Delhi,Delhi,Delhi Suburban,Independent House,2,973,312.81,32148.54,2013,Fully Furnished,18,23,11,5,3,High,Single,Medium,"Intercom,Swimming Pool,Power Backup,CCTV",North-West,Agent,Ready to Move
229,Uttar Pradesh,Noida,Noida Central,Independent House,1,512,67.13,13110.96,1992,Unfurnished,14,21,32,2,3,Medium,Single,Medium,"Club House,Gym,Swimming Pool,Lift,Visitor Parking,Garden",North,Agent,Under Construction
230,West Bengal,Kolkata,Kolkata Central,Villa,4,1898,329.93,17383.11,1997,Semi-Furnished,1,5,27,6,2,Medium,Single,High,"Visitor Parking,Lift,Power Backup,Club House,Intercom,Gym",North-East,Agent,Under Construction
231,Rajasthan,Jaipur,Jaipur Suburban,Villa,2,1265,146.16,11553.98,1994,Semi-Furnished,21,23,30,6,1,Medium,None,Medium,"Play Area,Power Backup,Garden,CCTV,Club House,Lift",North-East,Owner,Ready to Move
232,West Bengal,Kolkata,Kolkata Suburban,Apartment,1,664,70.81,10664.87,1994,Fully Furnished,6,11,30,6,3,Medium,Double,High,"Garden,Gym,Intercom,Swimming Pool,Visitor Parking,Lift",West,Owner,Resale
233,Maharashtra,Mumbai,Mumbai Rural,Apartment,1,710,116.58,16419.41,1990,Semi-Furnished,27,34,34,0,2,Medium,None,Medium,CCTV,South,Builder,Ready to Move
234,Maharashtra,Nagpur,Nagpur Suburban,Independent House,3,1489,104.61,7025.8,2015,Semi-Furnished,25,31,9,7,4,Low,Single,Low,"CCTV,Lift,Swimming Pool,Gym",East,Agent,Ready to Move
235,Delhi,Delhi,Delhi Prime,Apartment,2,1065,357.37,33555.72,2005,Semi-Furnished,14,20,19,3,3,Low,Single,High,,North,Owner,Ready to Move
236,West Bengal,Kolkata,Kolkata Suburban,Independent House,3,1885,294.02,15598.12,2016,Fully Furnished,3,12,8,1,5,Medium,Double,Medium,"Visitor Parking,CCTV,Play Area,Swimming Pool,Club House,Power Backup",North-West,Agent,Ready to Move
237,Telangana,Hyderabad,Hyderabad Suburban,Penthouse,5,2259,494.93,21909.07,2000,Fully Furnished,2,9,24,7,5,Medium,None,Medium,"Lift,Swimming Pool,Power Backup,Gym,CCTV,Visitor Parking,Garden",South-East,Builder,Under Construction
238,Telangana,Hyderabad,Hyderabad Central,Penthouse,2,1272,340.18,26743.48,2012,Fully Furnished,6,15,12,6,2,Medium,Single,High,,South-West,Owner,Ready to Move
239,Delhi,Delhi,Delhi Rural,Apartment,2,1317,209.98,15943.88,1993,Fully Furnished,10,14,31,3,3,High,Single,Medium,"Club House,Lift,Visitor Parking,Gym,Intercom",West,Owner,Resale
240,Gujarat,Ahmedabad,Ahmedabad Central,Penthouse,5,2098,381.09,18164.34,2009,Semi-Furnished,14,17,15,1,2,Low,Double,High,"Lift,CCTV,Play Area",South,Agent,Resale
241,Gujarat,Surat,Surat Suburban,Independent House,2,886,81.71,9222.78,2005,Semi-Furnished,3,5,19,2,5,High,Double,Low,"Power Backup,Club House,Gym,Lift,Play Area",North-West,Builder,Ready to Move
242,Rajasthan,Jaipur,Jaipur Central,Penthouse,3,1518,231.11,15224.4,1992,Fully Furnished,9,10,32,5,1,Medium,Double,Medium,"Intercom,Power Backup,Visitor Parking,Gym,Garden",South-East,Agent,Resale
